ORG_ID,FIN-ID #,ORGANIZATION,NAME OF EVENT,DATE,VENUE,AWARDED,TRANSACTION ID,UPDATED
TRITON_NEUROTECH_01,21845,Triton NeuroTech,Triton NeuroTech Academy Spring Lession Session 1,04/10/2024 12:00 AM,Henry Booker,$223.32,,3/1/2024 7:12:24 PM
AMERICAN_MEDICAL_STU_ASSOC_01,21846,American Medical Student Association,Renee Long,05/07/2024 12:00 AM,Price Center - Theater,$587.45,,3/1/2024 6:59:08 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,21847,Institute of Electrical and Electronics Engineers (IEEE),Server Hack Explanation,04/10/2024 12:00 AM,Henry Booker Room,$71.04,,3/1/2024 7:00:38 PM
ETA_KAPPA_NU_HKN_01,21848,Eta Kappa Nu (HKN),CSE and ECE Mock Interview,04/26/2024 12:00 AM,Qualcomm Conference Room,$121.25,,3/1/2024 10:31:30 PM
ECE_EVENT_COLLABORATION_BOARD_01,21850,ECE Event Collaboration Board,ECE Day Trivia Night,04/12/2024 12:00 AM,"Henry Booker Room, Jacobs Hall, EBU1",$600.00,,3/1/2024 7:12:03 PM
ARMENIAN_STU_ASSOC_01,21852,Armenian Student Association,Yeva Kirakosyan,04/15/2024 12:00 AM,Library Walk,$237.25,,3/1/2024 7:48:07 PM
AMERICAN_INSTITUTE_OF_CHEMICAL_01,21854,American Institute of Chemical Engineers (AIChE),Jewelry Making Social,05/01/2024 12:00 AM,SME 248,$180.59,,3/1/2024 8:42:41 PM
INTERNATIONAL_WOMENS_HEALTH_OR_01,21855,International Women's Health Organization (IWHO),Armenian Bazaar,04/15/2024 12:00 AM,Library Walk 1981,$252.00,,3/1/2024 9:30:28 PM
ENVISIONARIES_UC_SAN_DIEGO_01,21856,Envisionaries @ UC San Diego,Design Kickoff Competition,04/12/2024 12:00 AM,SME 304 and 306,$350.00,,3/1/2024 10:09:56 PM
HINDU_YUVA_01,21857,Hindu YUVA,Hindu New Years (Ugadi),04/17/2024 12:00 AM,Price Center - Ballroom | West B,"$2,000.00",,3/6/2024 8:17:05 PM
PHI_SIGMA_PI_01,21858,Phi Sigma Pi,PSP SP24 Rush Day 2,04/09/2024 12:00 AM,Price Center - Eleanor Roosevelt College Room,$52.93,,3/1/2024 11:01:20 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21859,Association for Computing Machinery (ACM),Lockpicking 101,04/12/2024 12:00 AM,ASML,$350.00,,3/1/2024 11:06:03 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21860,Association for Computing Machinery (ACM),Bit Byte Picnic,04/10/2024 12:00 AM,Sun god lawn,$600.00,,3/1/2024 11:13:56 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21861,Association for Computing Machinery (ACM),Diamondhacks 2024 Workshop #10,04/07/2024 12:00 AM,CSE 1202,$600.00,,3/1/2024 11:31:52 PM
ENVISIONARIES_UC_SAN_DIEGO_01,21868,Envisionaries @ UC San Diego,Spring GBM,04/08/2024 12:00 AM,SME 302,$350.00,,3/1/2024 11:44:30 PM
TRITON_QUANTITATIVE_TRADING_01,21869,Triton Quantitative Trading,Quant Finance Models,04/24/2024 12:00 AM,CSE 1202,$598.01,,3/2/2024 12:41:34 AM
HEALTH_AND_MEDICAL_PROFESSIONS_01,21870,Health and Medical Professions Preparation Program (HMP3),HMP3 Service Fair,04/24/2024 12:00 AM,Dolores-Huerta Vera Cruz Room,$268.49,,3/3/2024 7:08:35 PM
UNICEF_CLUB_UC_SAN_DIEGO_01,21872,UNICEF Club @ UC San Diego,UNICEF Club Picnic Social,04/20/2024 12:00 AM,Sun God Lawn,$599.92,,3/4/2024 11:40:07 PM
PREMEDICAL_APAMSA_AT_UC_SAN_DI_01,21873,Pre-Medical APAMSA at UC San Diego,Exploring Different Health Careers,04/29/2024 12:00 AM,Price Center - Bear Room,$342.87,,3/2/2024 7:45:38 PM
ARTSPARK_01,21874,ArtSpark,Guest Speaker Workshop,05/17/2024 12:00 AM,Bear Room,$220.12,,4/3/2024 6:58:28 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21876,Association for Computing Machinery (ACM),Calvin Nguyen,04/15/2024 12:00 AM,Jacobs Room 2315,$312.48,,3/4/2024 3:47:08 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21877,Association for Computing Machinery (ACM),ACM HACK placeholder Week 3,04/15/2024 12:00 AM,Qualcomm Room,$349.97,,3/4/2024 4:03:43 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21878,Association for Computing Machinery (ACM),ACM AI Graduate School Panel,04/22/2024 12:00 AM,Qualcomm Room,$499.96,,3/4/2024 4:07:18 PM
MIXED_STU_UNION_01,21879,Mixed Student Union,Mixed Dating,04/17/2024 12:00 AM,LGBTQ Resource Center,$85.11,,3/8/2024 12:01:02 PM
MIDDLE_EASTERN_NORTH_AFRICAN_S_01,21880,Middle Eastern & North African Student Association,Danya Yassine,04/18/2024 12:00 AM,East PC Ballroom,"$1,988.08",,3/5/2024 11:59:48 AM
MUSIC_AND_MEMORY_AT_UC_SAN_DIE_01,21881,Music and Memory at UC San Diego,Music and Memory Spring GBM #1,04/17/2024 12:00 AM,Price Center - Warren College Room,$341.46,,3/5/2024 11:52:56 PM
UNDERGRADUATE_BIOINFORMATICS_C_01,21882,Undergraduate Bioinformatics Club (UBIC),Illumina Alumni Panel,04/16/2024 12:00 AM,Price Center Forum,$361.57,,3/6/2024 2:54:00 PM
UNDERGRADUATE_BIOINFORMATICS_C_01,21883,Undergraduate Bioinformatics Club (UBIC),Trivia Night,04/18/2024 12:00 AM,Red Shoe Room,$183.60,,3/6/2024 5:10:22 PM
MUSICIANS_CLUB_UC_SAN_DIEGO_01,21884,Musicians Club @ UC San Diego,Musicians’ Club Concert Series: The Arkangels,04/15/2024 12:00 AM,Price Center East Ballroom,"$1,278.17",,3/6/2024 5:05:41 PM
NEW_LIFE_STU_MINISTRY_01,21885,New Life Student Ministry,Interministry Praise and Prayer,05/20/2024 12:00 AM,The Jeannie,$350.00,,3/6/2024 3:47:52 PM
UNDERGRADUATE_MDPHD_SOCIETY_UM_01,21886,Undergraduate MD-PhD Society (UMPS) at UC San Diego,Getting Ready for Gradschool,04/18/2024 12:00 AM,Elenor Roosevelt,$350.00,,3/6/2024 6:59:20 PM
PREPHARMACY_SOCIETY_UC_SAN_DIE_01,21887,Pre-Pharmacy Society @ UC San Diego,Pharmacy Tech GBM,04/16/2024 12:00 AM,Price Center ERC Room,$38.92,,3/6/2024 9:14:05 PM
PUBLIC_HEALTH_UNDERGRADUATE_OR_01,21888,Public Health Undergraduate Organization at UC San Diego,Careers in Public Health - Part 2,04/18/2024 12:00 AM,Marshall College Room,$79.69,,3/6/2024 9:02:34 PM
PREPHARMACY_SOCIETY_UC_SAN_DIE_01,21889,Pre-Pharmacy Society @ UC San Diego,Pharmacy Careers Mixer,04/30/2024 12:00 AM,Price Center ERC Room,$592.63,,3/6/2024 9:37:19 PM
PERSIAN_AMERICAN_STU_ASSOC_01,21890,Persian American Student Association,PASA GBM Game Night,04/18/2024 12:00 AM,Price Center- Eleanor Roosevelt College Room,$100.00,,3/7/2024 2:52:04 PM
MALAYSIAN_STU_ASSOC_01,21891,Malaysian Student Association,MYSA Spring GBM 1,04/15/2024 12:00 AM,Price Center Bear Room,$349.86,,3/8/2024 3:46:20 PM
TAIWANESE_AMERICAN_STU_ASSOC_01,21894,Taiwanese American Student Association,TASA Movie Night,05/14/2024 12:00 AM,Price Center - Eleanor Roosevelt College Room,$207.30,,4/1/2024 1:19:28 PM
DEEJAYS_AND_VINYLPHILES_CLUB_01,21895,Deejays and Vinylphiles Club,DVC Presents: W4 Courtyard Night #3,04/26/2024 12:00 AM,Old Student Center Courtyard,$325.00,,3/15/2024 11:44:13 PM
THE_NONTRADITIONAL_STUS_ASSOC_01,21896,The Non-Traditional Students Association,NTSA General Body Meeting,04/19/2024 12:00 AM,Red Shoe Room,$328.48,,3/7/2024 8:57:46 PM
SANGAMSD_01,21897,SangamSD,SangamSD Culture Show 2024,04/27/2024 12:00 AM,Mandeville,"$4,500.00",,3/7/2024 10:12:04 PM
SOCIETY_OF_HISPANIC_STUS_IN_LA_01,21898,Society of Hispanic Students in Law,La Familia and SOHIL Collab,04/18/2024 12:00 AM,Raza Centro Space PPCH #104,$333.75,,3/7/2024 10:23:47 PM
NANOENG_AND_TECHNOLOGY_SOCIETY_01,21899,NanoEngineering and Technology Society,NETS Coffee Talk,04/16/2024 12:00 AM,SME 348,$91.46,,3/8/2024 9:52:51 AM
SOCIETY_OF_ASIAN_SCIENTISTS_AN_01,21900,Society of Asian Scientists and Engineers at UC San Diego,SASE Mentor-Mentee: Personal Finance Workshop,04/18/2024 12:00 AM,Warren College Room,$350.00,,3/8/2024 12:55:19 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,21901,Undergraduate Women in Computing at UC San Diego,Mentorship MAYhem,05/13/2024 12:00 AM,ASML Room in SME Building,$350.00,,3/8/2024 1:03:47 PM
SIGMA_ETA_PI_01,21903,Sigma Eta Pi,SEP Meet the org/info night,04/15/2024 12:00 AM,Wells Fargo hall,$537.67,,3/8/2024 4:14:03 PM
STUS_FOR_JUSTICE_IN_PALESTINE_01,21904,Students for Justice in Palestine,Tatreez Night,04/22/2024 12:00 AM,West Ballroom A,$594.59,,3/8/2024 4:16:28 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21905,Association for Computing Machinery (ACM),Basics of Game Design,04/16/2024 12:00 AM,Qualcomm Room,$350.00,,3/8/2024 4:49:23 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21906,Association for Computing Machinery (ACM),Getting into the Tech Industry: A Look Forward and Back,04/17/2024 12:00 AM,Qualcomm Room,$350.00,,3/8/2024 4:52:34 PM
HEALTH_LINK_01,21907,Health Link,Ailana Nurgaliyeva,04/16/2024 12:00 AM,Rady School of Management Multipurpose Room 2,$480.88,,3/8/2024 5:04:01 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21908,Association for Computing Machinery (ACM),ACM AI Social #1,04/17/2024 12:00 AM,Qualcomm Room,$600.00,,3/8/2024 5:15:33 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21909,Association for Computing Machinery (ACM),D3f4ult Predator - Storytime with Cyber,04/18/2024 12:00 AM,Henry Booker Room,$350.00,,3/8/2024 5:27:50 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21911,Association for Computing Machinery (ACM),ACM Eats Dirt,04/19/2024 12:00 AM,ASML,$600.00,,3/8/2024 5:34:19 PM
TRITON_NEUROTECH_01,21912,Triton NeuroTech,All Project Workday,04/20/2024 12:00 AM,Henry Booker Conference Room,$334.38,,3/8/2024 6:05:16 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,21914,Institute of Electrical and Electronics Engineers (IEEE),4/14 RoboCup Competition Preparation,04/14/2024 12:00 AM,ECE Multipurpose Room,$328.64,,3/8/2024 7:39:56 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_01,21915,Institute of Electrical and Electronics Engineers,Game room Social!,04/16/2024 12:00 AM,Price center - game room,$206.10,,3/8/2024 7:49:56 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,21916,Institute of Electrical and Electronics Engineers (IEEE),Single Board Cluster Competition Day 2,04/19/2024 12:00 AM,San Diego Supercomputer Center Auditorium,$244.27,,3/8/2024 8:04:52 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,21917,Institute of Electrical and Electronics Engineers (IEEE),Single Board Cluster Competition Day 2,04/20/2024 12:00 AM,San Diego Supercomputer Center Auditorium,$244.27,,3/8/2024 8:07:55 PM
VIDEO_GAME_DEVELOPMENT_CLUB_VG_01,21919,Video Game Development Club (VGDC) at UC San Diego,Triton-Ware Project Showcase,04/30/2024 12:00 AM,"Red Shoe Room, Price Center",$146.76,,3/8/2024 10:53:40 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,21921,Institute of Electrical and Electronics Engineers (IEEE),Single Board Cluster Competition Day 1,04/19/2024 12:00 AM,San Diego Supercomputer Center Auditorium,$296.31,,3/8/2024 8:28:42 PM
AMERICAN_INSTITUTE_OF_CHEMICAL_01,21923,American Institute of Chemical Engineers (AIChE),How to Apply to Grad School,05/07/2024 12:00 AM,SME 248,$195.67,,3/8/2024 10:54:57 PM
BOARDGAMES_AND_BOBA_UC_SAN_DIE_01,21924,Boardgames and Boba @ UC San Diego,Spring Week 4 Game Night,04/22/2024 12:00 AM,Price Center - Forum,$597.20,,3/8/2024 11:20:06 PM
ETA_KAPPA_NU_HKN_01,21925,Eta Kappa Nu (HKN),HKN Company Panel,05/03/2024 12:00 AM,ASML Conference Room,$517.20,,3/8/2024 11:16:53 PM
AMERICAN_INSTITUTE_OF_CHEMICAL_01,21927,American Institute of Chemical Engineers (AIChE),Python Boot Camp,05/11/2024 12:00 AM,SME 248,$129.98,,3/8/2024 11:35:50 PM
SPORTS_MEDICINE_ASSOC_AT_UC_SA_01,21928,Sports Medicine Association at UC San Diego,Megan Ngo,04/23/2024 12:00 AM,Price Center- Warren College Room,$216.58,,3/9/2024 9:29:52 AM
SPORTS_MEDICINE_ASSOC_AT_UC_SA_01,21930,Sports Medicine Association at UC San Diego,Megan Ngo,05/06/2024 12:00 AM,Price Center- Warren College Room,$244.27,,3/9/2024 3:06:10 PM
CHEESE_CLUB_01,21932,Cheese Club,A Grate Day to be Lactose Friendly!,04/22/2024 12:00 AM,Student Center courtyard,$415.77,,3/10/2024 11:06:06 PM
GRAPHITE_02,21933,graphite,week 4 gbm,04/23/2024 12:00 AM,NSB Auditorium,$383.97,,3/11/2024 11:39:34 AM
GRAPHITE_02,21934,graphite,week 5 gbm,04/30/2024 12:00 AM,NSB Atrium,$377.13,,3/11/2024 11:52:45 AM
GRAPHITE_01,21935,Graphite,week 6 gbm,05/07/2024 12:00 AM,NSB Auditorium,$393.29,,3/11/2024 12:09:23 PM
GRAPHITE_01,21936,Graphite,week 8 gbm,05/21/2024 12:00 AM,NSB Auditorium,$377.13,,3/11/2024 12:27:52 PM
GRAPHITE_01,21937,Graphite,week 9 gbm,05/28/2024 12:00 AM,NSB Auditorium,$400.83,,3/11/2024 12:31:12 PM
GRAPHITE_01,21938,Graphite,Week 10 event,06/04/2024 12:00 AM,NSB Auditorium,$383.97,,3/11/2024 12:41:21 PM
PREMEDICAL_APAMSA_AT_UC_SAN_DI_01,21939,Pre-Medical APAMSA at UC San Diego,Kaplan MCAT event,05/16/2024 12:00 AM,PC forum,$350.00,,4/2/2024 9:42:05 AM
UNDERGRADUATE_BIOINFORMATICS_C_01,21940,Undergraduate Bioinformatics Club (UBIC),Mentor-Mentee Good Research Practices Workshop,04/23/2024 12:00 AM,Zweifach Library,$44.43,,3/12/2024 6:07:19 PM
MEMO_AT_UC_SAN_DIEGO_01,21941,M.E.M.O. at UC San Diego,M.E.M.O. Movie Night,05/03/2024 12:00 AM,Price Center Theater,$350.00,,3/12/2024 9:10:06 PM
AHLULBAYT_STU_ASSOC_01,21942,Ahlul-Bayt Student Association,ABSA Giveaway,05/29/2024 12:00 AM,Price Center - Marshall College Room,$599.00,,3/12/2024 11:42:09 PM
CORNERSTONE_COMMUNITY_CONSULTA_01,21943,Cornerstone Community Consultants at UC San Diego,Cornerstone Networking Night,04/30/2024 12:00 AM,"Rady School of Management (The room reservation for Rady won't open until March 18th, we will update our room reservation as soon as it opens)",$573.75,,3/13/2024 2:42:14 PM
TURKISH_UNDERGRAD_ORG_01,21946,Turkish Undergrad Organization,TUO Week 3 Movie Night,04/17/2024 12:00 AM,Price Center Green Table Rm,$350.00,,3/13/2024 1:28:07 PM
WOMEN_IN_BUSINESS_01,21947,Women in Business,Spring Formal 2024,05/05/2024 12:00 AM,PC East Ballroom,"$2,000.00",,3/24/2024 12:18:20 AM
PILIPINO_UNDERGRADUATE_SOCIETY_01,21948,Pilipino Undergraduate Society for Health,PUSH Spring Quarter GBM 2,04/25/2024 12:00 AM,CCC Communidad,$97.76,,3/14/2024 10:35:01 PM
AHLULBAYT_STU_ASSOC_01,21949,Ahlul-Bayt Student Association,ABSA Dinner,04/30/2024 12:00 AM,Dolores Huerta - Philip Vera Cruz Room,$599.90,,3/15/2024 10:12:24 AM
MIXED_STU_UNION_01,21950,Mixed Student Union,Mixed Faith Edusession,04/24/2024 12:00 AM,Marshall College Room,$337.47,,3/15/2024 1:05:06 PM
TRITON_NEUROTECH_01,21951,Triton NeuroTech,Triton NeuroTech Lession Session 2,04/25/2024 12:00 AM,Henry Booker Conference Room,$38.39,,3/15/2024 6:05:23 PM
SOCIETY_OF_WOMEN_ENGINEERS_SWE_01,21952,Society of Women Engineers (SWE),BEEding Social,04/24/2024 12:00 AM,Qualcomm Room in Jacobs Hall,$62.09,,3/15/2024 6:25:35 PM
TAU_SIGMA_01,21953,Tau Sigma,Midterm Snack Revival,04/24/2024 12:00 AM,Price Center Green Table Room,$142.38,,3/15/2024 9:07:10 PM
ROCKET_PROPULSION_LABORATORY_01,21955,Rocket Propulsion Laboratory,RPL x AIAA x SEDS Networking Event,04/26/2024 12:00 AM,Jacobs Hall Qualcomm Conference Center,$594.00,,3/15/2024 10:00:10 PM
TRITON_QUANTITATIVE_TRADING_01,21956,Triton Quantitative Trading,Trading Strategies,05/01/2024 12:00 AM,CSE 1202,$593.84,,3/15/2024 10:14:28 PM
SAUDI_STUS_ASSOC_UC_SAN_DIEGO_01,21957,Saudi Students Association @ UC San Diego,Study Jam,04/24/2024 12:00 AM,Price Center Bear room,$97.69,,3/15/2024 10:28:33 PM
AMERICAN_INSTITUTE_OF_CHEMICAL_01,21958,American Institute of Chemical Engineers (AIChE),AIChE Spring Projects Social,05/15/2024 12:00 AM,SME 248,$129.95,,3/15/2024 10:53:49 PM
AMERICAN_INSTITUTE_OF_CHEMICAL_01,21959,American Institute of Chemical Engineers (AIChE),Spring GBM #2,05/16/2024 12:00 AM,SME 248,$155.33,,3/15/2024 11:10:02 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,21960,Undergraduate Women in Computing at UC San Diego,Leetcode Prep Workshop 2,04/23/2024 12:00 AM,ASML Room,$99.82,,3/15/2024 11:31:08 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,21962,Undergraduate Women in Computing at UC San Diego,First Year Study Jam,04/23/2024 12:00 AM,Qualcomm Conference Center (both rooms),$100.00,,3/15/2024 11:35:02 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,21963,Undergraduate Women in Computing at UC San Diego,Leetcode Prep Workshop 2,05/16/2024 12:00 AM,ASML Room,$100.00,,3/15/2024 11:38:27 PM
DEEJAYS_AND_VINYLPHILES_CLUB_01,21964,Deejays and Vinylphiles Club,DVC & Triton Auto Club Present: SPEEDTRAP - A Car Show,04/27/2024 12:00 AM,UCSD Lot P206 (By Faculty Club),"$1,998.00",,3/15/2024 11:39:23 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21966,Association for Computing Machinery (ACM),Calvin Nguyen,04/29/2024 12:00 AM,Jacobs Room 2315,$598.01,,3/17/2024 9:51:44 AM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21967,Association for Computing Machinery (ACM),Hack Placeholder Week 5,04/30/2024 12:00 AM,Qualcomm Room,$312.48,,3/17/2024 9:56:51 AM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21968,Association for Computing Machinery (ACM),Placeholder Event (Likely Swarm Algorithms),05/02/2024 12:00 AM,Henry Booker Room,$349.97,,3/17/2024 10:02:06 AM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21970,Association for Computing Machinery (ACM),How to succeed in your internship: ACM x TSE,05/03/2024 12:00 AM,CSE 1202,$599.95,,3/17/2024 10:10:10 AM
TIJUANA_YOUTH_MIGRANT_MENTOR_N_01,21971,Tijuana Youth Migrant Mentor Network (TYMMN),1st Gen Plática: Considering grad school?,05/13/2024 12:00 AM,Gildred Latin American Studies Building - Conference Room,$218.18,,3/17/2024 6:37:19 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21972,Association for Computing Machinery (ACM),Event Placeholder,05/06/2024 12:00 AM,Henry Booker Room,$349.97,,3/19/2024 10:25:35 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21973,Association for Computing Machinery (ACM),placeholder,05/08/2024 12:00 AM,SME ASML Room,$349.97,,3/19/2024 10:28:19 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21974,Association for Computing Machinery (ACM),ACM Hack x DS3: MLInfra/MLOps,05/09/2024 12:00 AM,SME ASML Room,$349.97,,3/19/2024 10:30:35 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21975,Association for Computing Machinery (ACM),Calvin Nguyen,05/13/2024 12:00 AM,Jacobs Room 2315,$312.48,,3/19/2024 10:33:57 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21976,Association for Computing Machinery (ACM),ACM Hack x WIC Collab,05/14/2024 12:00 AM,Qualcomm Room,$349.97,,3/19/2024 10:35:57 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21977,Association for Computing Machinery (ACM),ACM: Personal Finance,05/15/2024 12:00 AM,Qualcomm Room,$599.95,,3/19/2024 10:51:05 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21978,Association for Computing Machinery (ACM),Painting Pots and Planting Plants,05/16/2024 12:00 AM,Henry Booker Room,$349.97,,3/19/2024 10:53:17 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21979,Association for Computing Machinery (ACM),Portfolio Critique Café,05/31/2024 12:00 AM,SME ASML Room,$349.97,,3/19/2024 10:55:46 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21980,Association for Computing Machinery (ACM),Smiski Study Jam,05/21/2024 12:00 AM,SME ASML Room,$349.97,,3/19/2024 10:57:30 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,21981,Association for Computing Machinery (ACM),Event Placeholder,05/20/2024 12:00 AM,Qualcomm Room,$349.97,,3/19/2024 11:00:01 PM
PAKISTANI_STU_ASSOC_01,21982,Pakistani Student Association,PSA Appetizer/Dessert Giveaway/Social,05/01/2024 12:00 AM,Red Shoe Room,$595.86,,3/19/2024 11:04:50 PM
YOUNG_PLANNERS_SOCIETY_01,21984,Young Planners Society,Arcadis Info Session,05/17/2024 12:00 AM,Ridge Walk Academic Complex 0104,$346.96,,3/20/2024 1:18:49 AM
UNDERGRADUATE_BIOINFORMATICS_C_01,21985,Undergraduate Bioinformatics Club (UBIC),Games with Grads,05/01/2024 12:00 AM,Price Center Bear Room,$391.13,,3/20/2024 11:17:55 PM
NANOENG_AND_TECHNOLOGY_SOCIETY_01,21986,NanoEngineering and Technology Society,NETS Game Night,05/01/2024 12:00 AM,SME 348,$344.27,,3/21/2024 12:45:21 AM
MUSLIM_STU_ASSOC_01,21987,Muslim Student Association,Justice in Palestine Week 2024 - GBM,05/02/2024 12:00 AM,Price Center Theater,"$1,681.86",,3/21/2024 7:10:19 AM
MUSLIM_STU_ASSOC_01,21988,Muslim Student Association,Justice in Palestine Week 2024 - Library Walk Day One,05/06/2024 12:00 AM,Library Walk,"$1,204.50",,3/29/2024 11:33:57 PM
