ORG_ID,FIN-ID #,ORGANIZATION,NAME OF EVENT,DATE,VENUE,AWARDED,TRANSACTION ID,UPDATED
MUSLIM_STU_ASSOC_01,21989,Muslim Student Association,Justice in Palestine Week 2024 - Library Walk Day Two,05/07/2024 12:00 AM,Library Walk,"$1,404.50",,3/29/2024 11:29:22 PM
MUSLIM_STU_ASSOC_01,21990,Muslim Student Association,Justice in Palestine Week 2024 - Library Walk Day Three,05/08/2024 12:00 AM,Library Walk,"$1,399.50",,3/29/2024 11:47:58 PM
MUSLIM_STU_ASSOC_01,21991,Muslim Student Association,Justice in Palestine Week 2024 - Library Walk Day Four,05/09/2024 12:00 AM,Library Walk,"$1,002.10",,3/29/2024 11:51:23 PM
MUSLIM_STU_ASSOC_01,21992,Muslim Student Association,Justice in Palestine Week 2024 - Night Event One,05/06/2024 12:00 AM,Price Center Ballroom AB,"$2,448.92",,3/29/2024 9:48:53 PM
SCRIPPS_EDUCATION_ASSOC_01,21993,Scripps Education Association,Alumni Career Panel,05/03/2024 12:00 AM,Vaughn 100,$66.95,,3/21/2024 12:14:45 PM
YOUNG_PLANNERS_SOCIETY_01,21994,Young Planners Society,Affordable Housing Speaking Event,05/11/2024 12:00 AM,Ridge Walk Academic Complex 0104 (USP Studio),$346.96,,3/21/2024 2:45:50 PM
PREPHARMACY_SOCIETY_UC_SAN_DIE_01,21995,Pre-Pharmacy Society @ UC San Diego,7-Year Program / PharmCAS Application GBM,05/08/2024 12:00 AM,Price Center Red Shoe Room,$118.53,,3/21/2024 10:39:18 PM
TRITON_NEUROTECH_01,21997,Triton NeuroTech,All Project Workday,05/04/2024 12:00 AM,Henry Booker Conference Room,$334.38,,3/22/2024 3:44:13 PM
ALPHA_EPSILON_DELTA_PREHEALTH__01,21998,Alpha Epsilon Delta Pre-Health Professional Honor Society,AED Spring 24 GBM 2,05/01/2024 12:00 AM,Price Center West - Theater,$579.84,,3/22/2024 3:58:30 PM
DEEJAYS_AND_VINYLPHILES_CLUB_01,22000,Deejays and Vinylphiles Club,DVC Presents: JELLYFISH JAM,05/03/2024 12:00 AM,The Stageroom,"$4,500.00",,3/22/2024 10:49:10 PM
SOCIETY_OF_HISPANIC_STUS_IN_LA_01,22001,Society of Hispanic Students in Law,SOHIL GBM Immigration Law Panel,05/02/2024 12:00 AM,Rrc room 104,$349.97,,3/22/2024 6:10:03 PM
BIOLOGICAL_SCIS_STU_ASSOC_01,22002,Biological Sciences Student Association,BSSA's Networking with Bingo,04/30/2024 12:00 AM,Price Center Bear Room,$64.13,,3/22/2024 9:51:53 PM
TRITON_QUANTITATIVE_TRADING_01,22003,Triton Quantitative Trading,Trading Strategies 2,05/08/2024 12:00 AM,CSE 1202,$593.84,,3/22/2024 10:20:03 PM
UNDERGRADUATE_MDPHD_SOCIETY_UM_01,22004,Undergraduate MD-PhD Society (UMPS) at UC San Diego,Getting into grad school,05/02/2024 12:00 AM,warren college room,$350.00,,3/22/2024 11:02:04 PM
HKN_01,22005,hkn,HKN Company Panel,05/03/2024 12:00 AM,Qualcomm Conference Room,$517.20,,3/22/2024 11:16:03 PM
BOARDGAMES_AND_BOBA_UC_SAN_DIE_01,22006,Boardgames and Boba @ UC San Diego,Board Games and Boba Game Night #3,05/06/2024 12:00 AM,Stage Room & Patio,$757.37,,3/22/2024 11:37:13 PM
SOCIETY_OF_ASIAN_SCIENTISTS_AN_01,22007,Society of Asian Scientists and Engineers at UC San Diego,SASE Mentor Mentee: Picnic Social,05/11/2024 12:00 AM,Sun God Lawn,$298.41,,3/26/2024 11:30:58 PM
BURSABURMESE_STUS_ASSOC_01,22008,BURSA(Burmese Students Association),GBM 2 (Spring 2024),05/15/2024 12:00 AM,Warren College Room,$350.00,,3/24/2024 10:38:24 PM
IKIGAI_DANCE_AND_COMPANY_01,22009,Ikigai Dance and Company,Ikigai Dance Company Spring Showcase 2024 Dress Rehearsal #3 -- open to all UCSD students,05/06/2024 12:00 AM,Price Center East Ballroom,$350.00,,3/26/2024 4:49:43 PM
IKIGAI_DANCE_AND_COMPANY_01,22010,Ikigai Dance and Company,Ikigai Dance Company Spring 2024 Showcase -- open to all UCSD students and public,05/10/2024 12:00 AM,Price Center East Ballroom,$487.50,,3/26/2024 5:05:28 PM
OVIPAROUS_01,22011,Oviparous,Oviparous Trivia Night,05/14/2024 12:00 AM,Stage Room,$227.49,,3/28/2024 3:29:35 PM
MUSLIM_STU_ASSOC_01,22014,Muslim Student Association,Justice in Palestine Week 2024 - Night Event Two,05/07/2024 12:00 AM,Multipurpose Room,"$1,668.36",,3/29/2024 11:15:52 PM
MUSLIM_STU_ASSOC_01,22015,Muslim Student Association,Justice in Palestine Week 2024 - Night Event Three,05/08/2024 12:00 AM,Multipurpose Room,"$1,968.36",,3/29/2024 9:46:29 PM
MUSLIM_STU_ASSOC_01,22016,Muslim Student Association,Justice in Palestine Week 2024 - Night Event Four,05/09/2024 12:00 AM,Price Center Ballroom AB,"$2,034.89",,3/29/2024 9:41:02 PM
MIXED_STU_UNION_01,22017,Mixed Student Union,Poetry Event,05/08/2024 12:00 AM,Cross Cultural Center-Art Space,$297.23,,3/29/2024 5:25:01 PM
TRITON_NEUROTECH_01,22020,Triton NeuroTech,Blitz Talk,05/08/2024 12:00 AM,Henry Booker Conference Room,$223.32,,3/29/2024 8:56:07 PM
TRITON_QUANTITATIVE_TRADING_01,22022,Triton Quantitative Trading,Accessing and Reading Real Time Stocks Data,05/15/2024 12:00 AM,CSE 1202,$593.84,,3/29/2024 11:09:54 PM
SIGMA_ETA_PI_01,22024,Sigma Eta Pi,Week 6 GBM,05/08/2024 12:00 AM,Design and innovation building; basement,$348.00,,3/29/2024 11:47:27 PM
CARE2SHARE_AT_UC_SAN_DIEGO_01,22027,Care2Share at UC San Diego,Care2Share GBM 2,05/14/2024 12:00 AM,Price Center Red Shoe Room,$334.42,,4/1/2024 5:19:22 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,22028,Undergraduate Women in Computing at UC San Diego,Spring GBM #3,05/29/2024 12:00 AM,Qualcomm Room,$566.75,,4/1/2024 12:27:26 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,22030,Undergraduate Women in Computing at UC San Diego,Finals Prep and Pamper: DIY Care Packages and Study Jam,06/03/2024 12:00 AM,Qualcomm Room,$175.68,,4/1/2024 12:55:12 PM
SPORTS_MEDICINE_ASSOC_AT_UC_SA_01,22032,Sports Medicine Association at UC San Diego,Megan Ngo,06/03/2024 12:00 AM,Student Services Center- Conference Room 400,$81.89,,4/1/2024 9:10:41 PM
TRITON_NEUROTECH_01,22033,Triton NeuroTech,Triton NeuroTech Lesson Session 3,05/22/2024 12:00 AM,Henry Booker Conference Room,$38.39,,4/2/2024 1:03:39 PM
PROJECT_IN_A_BOX_01,22034,Project in a Box,PiB Project Committee Week 7,05/15/2024 12:00 AM,EnVision,$349.11,,4/2/2024 3:19:26 PM
PROJECT_IN_A_BOX_01,22035,Project in a Box,PiB Project Committee Week 8,05/22/2024 12:00 AM,EnVision,$349.11,,4/2/2024 3:21:04 PM
PROJECT_IN_A_BOX_01,22036,Project in a Box,PiB Week 9 Project Showcase,05/31/2024 12:00 AM,EnVision,$498.34,,4/2/2024 3:25:59 PM
AMERICAN_CHEMICAL_SOCIETY_STU__01,22038,American Chemical Society Student Affiliates (ACSSA),ACSSA Symposium,05/16/2024 12:00 AM,Price Center Ballroom East,$599.99,,4/2/2024 8:34:11 PM
TRITON_FLEX_01,22039,Triton Flex,Triton Flex Banquent,05/18/2024 12:00 AM,Dolores Huerta Room (217193),$290.95,,4/2/2024 10:53:23 PM
STUS_AGAINST_MASS_INCARCERATIO_01,22040,Students Against Mass Incarceration,BDAAS SAMI Event,05/16/2024 12:00 AM,Forum,$600.00,,4/3/2024 12:53:09 AM
STUS_FOR_GLOBAL_HEALTH_01,22042,Students for Global Health,Horizons of Global Health Research Symposium,05/15/2024 12:00 AM,The Great Hall,"$2,000.00",,4/3/2024 9:09:08 PM
KAPPA_KAPPA_GAMMA_01,22043,Kappa Kappa Gamma,Kappa Kapture the Flag,05/19/2024 12:00 AM,Sungod Lawn,"$2,120.23",,4/3/2024 10:00:43 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,22044,Institute of Electrical and Electronics Engineers (IEEE),RoboCup All Hands meeting 5/12,05/12/2024 12:00 AM,ECE Multipurpose Room,$328.64,,4/4/2024 1:32:26 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,22045,Institute of Electrical and Electronics Engineers (IEEE),RoboCup All Hands meeting 5/19,05/19/2024 12:00 AM,ECE Multipurpose Room,$328.64,,4/4/2024 1:33:58 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,22046,Institute of Electrical and Electronics Engineers (IEEE),RoboCup All Hands meeting 6/2,06/02/2024 12:00 AM,ECE Multipurpose Room,$328.64,,4/4/2024 1:36:22 PM
MALAYSIAN_STU_ASSOC_01,22048,Malaysian Student Association,MYSA Spring Social,05/14/2024 12:00 AM,Dolores Huerta - Vera Cruz Room,$343.45,,4/5/2024 3:35:49 PM
SOCIETY_OF_WOMEN_ENGINEERS_SWE_01,22049,Society of Women Engineers (SWE),SWE Spring GBM #3,05/21/2024 12:00 AM,Qualcomm Room in Jacobs Hall,$516.93,,4/4/2024 2:39:16 PM
FLYING_SAMS_AT_UC_SAN_DIEGO_01,22050,Flying Sams at UC San Diego,Richard Y Gao,05/24/2024 12:00 AM,Price Center - Ballroom | West B,$600.80,,4/4/2024 6:08:21 PM
ALPHA_EPSILON_DELTA_PREHEALTH__01,22054,Alpha Epsilon Delta Pre-Health Professional Honor Society,AED Spring 24 Symposium,05/15/2024 12:00 AM,Student Center - Stage Room and Patio,$600.00,,4/5/2024 5:13:00 PM
MULTIIDENTITY_ART_COLLECTIVE_01,22055,Multi-Identity Art Collective,Art Coffee Hangout,05/15/2024 12:00 AM,LGBTQ center,$92.37,,4/5/2024 11:31:54 AM
TRITON_SOFTWARE_ENG_01,22056,Triton Software Engineering,TSE SP24 All Hands 2,05/23/2024 12:00 AM,Price Center - Bear Room,$429.69,,4/5/2024 11:48:36 AM
SOCIETY_OF_HISPANIC_STUS_IN_LA_01,22058,Society of Hispanic Students in Law,SOHIL GBM AND STUDY JAM,05/16/2024 12:00 AM,Raza Centro Space PPCH #104,$338.07,,4/5/2024 12:41:13 PM
LOTUS_PROJECT_THE_01,22059,"Lotus Project, The",The Lotus Project GBM,05/13/2024 12:00 AM,Bear Room,$100.00,,4/5/2024 12:42:42 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,22060,Association for Computing Machinery (ACM),Secure Programming Languages,05/17/2024 12:00 AM,ASML Room,$350.00,,4/5/2024 1:27:01 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,22061,Association for Computing Machinery (ACM),ACM Workshop #3,05/21/2024 12:00 AM,ASML Room,$599.95,,4/5/2024 1:29:13 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,22062,Association for Computing Machinery (ACM),Essence of Backend Engineering Placeholder,05/23/2024 12:00 AM,Henry Booker Room,$349.97,,4/5/2024 1:32:11 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,22063,Association for Computing Machinery (ACM),design project placeholder,05/24/2024 12:00 AM,Qualcomm Room,$349.97,,4/5/2024 1:33:57 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,22064,Association for Computing Machinery (ACM),Spring Project Showcase,06/05/2024 12:00 AM,Qualcomm Room,$599.95,,4/5/2024 1:36:20 PM
TAU_SIGMA_01,22065,Tau Sigma,TAu Sigma Takes the Cheese,05/17/2024 12:00 AM,library walk west lawn,$596.31,,4/5/2024 2:11:27 PM
MIXED_STU_UNION_01,22067,Mixed Student Union,IdentiTEA,05/22/2024 12:00 AM,Cross Cultural Center-Art Space,$233.03,,4/5/2024 3:09:18 PM
PILIPINO_UNDERGRADUATE_SOCIETY_01,22068,Pilipino Undergraduate Society for Health,PUSH x HSI - Skincare Anatomy and Dermatology GBM,05/16/2024 12:00 AM,Price Center - Governance Chambers,$305.00,,4/5/2024 8:33:57 PM
MIXED_STU_UNION_01,22069,Mixed Student Union,Mixed Student Empowerment Summit,05/18/2024 12:00 AM,Cross Cultural Center,$497.17,,4/5/2024 3:58:39 PM
UNDERGRADUATE_BIOINFORMATICS_C_01,22070,Undergraduate Bioinformatics Club (UBIC),Chalk Talk: Professor Einav,05/13/2024 12:00 AM,Zweifach Library,$71.05,,4/5/2024 4:55:26 PM
BIOMEDICAL_ENG_SOCIETY_BMES_01,22071,Biomedical Engineering Society (BMES),BMES Spring GBM #2,05/13/2024 12:00 AM,Price Center Red Shoe Room,$595.00,,4/5/2024 9:05:12 PM
TRITONS_FOR_ISRAEL_01,22073,Tritons For Israel,Jewish Night Market,05/16/2024 12:00 AM,Library Walk,"$16,435.87",,4/5/2024 10:56:57 PM
ALTER_EGO_DANCE_01,22074,Alter Ego Dance,Alter Ego Banquet,06/06/2024 12:00 AM,Price Center - Marshall College Room,$100.00,,4/5/2024 8:04:10 PM
NONTRADITIONAL_STUS_ASSOC_THE_01,22075,"Non-Traditional Students Association, The",Spring GBM #4,05/17/2024 12:00 AM,UCSD - Price Center Green Table Room,$345.88,,4/5/2024 8:08:29 PM
TRITONS_FOR_ISRAEL_01,22076,Tritons For Israel,Peace in Israel Week Monday Tabling,05/13/2024 12:00 AM,Library Walk,"$1,562.90",,4/5/2024 8:16:27 PM
TRITONS_FOR_ISRAEL_01,22078,Tritons For Israel,Hodaya Knafo,05/14/2024 12:00 AM,Library Walk,"$1,160.07",,4/5/2024 8:30:01 PM
TRITONS_FOR_ISRAEL_01,22079,Tritons For Israel,Peace in Israel Week Wednesday Tabling,05/15/2024 12:00 AM,Library Walk,"$1,562.90",,4/5/2024 8:39:54 PM
AMERICAN_INSTITUTE_OF_CHEMICAL_01,22080,American Institute of Chemical Engineers (AIChE),Spring Study Jams,06/06/2024 12:00 AM,SME 248,$255.00,,4/5/2024 9:39:57 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,22081,Institute of Electrical and Electronics Engineers (IEEE),IEEE Book club meeting,05/13/2024 12:00 AM,Henry Booker Room,$99.99,,4/5/2024 10:10:49 PM
ENGINEERS_WITHOUT_BORDERS_AT_U_01,22082,Engineers Without Borders at UC San Diego,EOY Showcase,05/29/2024 12:00 AM,Student Center - Stage Room & Patio,$0.00,,4/5/2024 10:28:12 PM
TRITONS_FOR_ISRAEL_01,22083,Tritons For Israel,Peace in Israel Week Thursday Tabling,05/16/2024 12:00 AM,Library Walk,"$1,160.07",,4/5/2024 10:16:19 PM
ENVISIONARIES_UC_SAN_DIEGO_01,22084,Envisionaries @ UC San Diego,Visionarieees Workathon #3,05/22/2024 12:00 AM,SME 302,$350.00,,4/11/2024 2:18:11 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,22085,Institute of Electrical and Electronics Engineers (IEEE),Get to know more about - Center For Energy Research,05/17/2024 12:00 AM,Henry Booker Room,$350.00,,4/5/2024 10:31:43 PM
TRITONS_FOR_ISRAEL_01,22087,Tritons For Israel,Yoseph Haddad,05/14/2024 12:00 AM,Price Center Theater,"$2,722.25",,4/5/2024 10:38:28 PM
TRITONS_FOR_ISRAEL_01,22088,Tritons For Israel,Monday Night Speaker Event,05/13/2024 12:00 AM,Price Center Theater,"$2,722.25",,4/5/2024 10:46:40 PM
TRITONS_FOR_ISRAEL_01,22089,Tritons For Israel,Wednesday Night Peace in Israel Speaker,05/15/2024 12:00 AM,Price Center Theater,"$2,722.25",,4/5/2024 10:54:43 PM
ENGINEERS_WITHOUT_BORDERS_AT_U_01,22090,Engineers Without Borders at UC San Diego,EOY Showcase,05/29/2024 12:00 AM,Student Center - Stage Room & Patio,$600.00,,4/5/2024 11:02:49 PM
SIGMA_ETA_PI_01,22091,Sigma Eta Pi,Week 7 GBM,05/15/2024 12:00 AM,design and innovation building,$323.25,,4/5/2024 11:29:06 PM
TEDXUCSANDIEGO_01,22092,TEDx@UCSanDiego,TEDxUCSanDiego Main Conference: Expiration Date,05/18/2024 12:00 AM,Price Center Theater,"$3,500.00",,4/5/2024 11:52:32 PM
AMERICAN_INSTITUTE_OF_CHEMICAL_01,22094,American Institute of Chemical Engineers (AIChE),Spring Alumni Brunch,06/01/2024 12:00 AM,SME 248,$96.13,,4/5/2024 11:58:49 PM
NIGERIAN_STU_ASSOC_AT_UC_SAN_D_01,22096,Nigerian Student Association at UC San Diego,2nd Annual Culture Show,05/19/2024 12:00 AM,Multipurpose Room,"$2,000.00",,4/6/2024 3:02:00 AM
PROJECT_RISHI_01,22097,Project RISHI,Project RISHI Annual Banquet,05/26/2024 12:00 AM,Price Center Forum Room,$600.00,,4/6/2024 9:12:48 AM
UNDERGRADUATE_LAW_REVIEW_AT_UC_01,22098,Undergraduate Law Review at UC San Diego,Legal Research Conference,05/30/2024 12:00 AM,Dolores Huerta Room,$578.78,,4/6/2024 5:00:09 PM
PANHELLENIC_ASSOC_01,22099,Panhellenic Association,CPA Scholarship Banquet,05/29/2024 12:00 AM,East Ballroom in Price Center,$600.00,,4/7/2024 2:06:39 PM
PREPHARMACY_SOCIETY_UC_SAN_DIE_01,22100,Pre-Pharmacy Society @ UC San Diego,End of Year Banquet 2023-2024,05/31/2024 12:00 AM,Price Center Warren Room,$569.89,,4/17/2024 4:34:33 PM
SOCIETY_OF_ASIAN_SCIENTISTS_AN_01,22101,Society of Asian Scientists and Engineers at UC San Diego,SASE End of the Year Banquet,05/19/2024 12:00 AM,Qualcomm Conference Center,$593.70,,4/7/2024 4:43:51 PM
KOTX_01,22102,KOTX,KOTX Banquet,05/25/2024 12:00 AM,The LOFT at UCSD,$600.00,,4/11/2024 8:09:25 PM
MEMO_AT_UC_SAN_DIEGO_01,22106,M.E.M.O. at UC San Diego,MEMO EOY Banquet '24,05/28/2024 12:00 AM,Multi Purpose Room (Student Services Center),$210.00,,4/8/2024 12:05:26 AM
INSIGHT_PREOPTOMETRY_01,22108,Insight Pre-Optometry,Alexa A Nares,05/23/2024 12:00 AM,Price Center Green Table Room,$82.00,,4/8/2024 12:45:59 AM
PROJECT_IN_A_BOX_01,22109,Project in a Box,PiB Week 9 Project Showcase (UPDATED),05/31/2024 12:00 AM,EnVision,$600.00,,4/8/2024 1:16:10 PM
PROJECT_IN_A_BOX_01,22110,Project in a Box,PiB Social Week 8 (UPDATED),05/22/2024 12:00 AM,EnVision,$498.34,,4/8/2024 1:22:16 PM
TRITON_GAMING_01,22111,Triton Gaming,Triton Gaming Expo 2024: Day 1,06/01/2024 12:00 AM,"West Ballroom, East Ballroom, Price Center Theater, Price Center Plaza, College Rooms, Red Shoe Room, Bear Room, Forum","$9,757.23",,4/12/2024 8:49:16 PM
BIOLOGICAL_SCIS_STU_ASSOC_01,22113,Biological Sciences Student Association,End of the Year Banquet,05/22/2024 12:00 AM,Bear Room,$350.00,,4/9/2024 10:58:55 PM
AEQUORA_BALLET_COMPANY_01,22116,Aequora Ballet Company,Masterclass with Martha Leebolt,05/25/2024 12:00 AM,Wagner Dance Building Room 3,$160.00,,4/10/2024 3:23:40 PM
KAIBIGANG_PILIPINO_KP_AT_UC_SA_01,22117,Kaibigang Pilipino (KP) at UC San Diego,Pilipino Cultural Celebration,05/24/2024 12:00 AM,Mandeville Auditorium,"$4,500.00",,4/10/2024 3:48:48 PM
TRITON_GAMING_01,22118,Triton Gaming,Triton Gaming Expo 2024: Day 2,06/02/2024 12:00 AM,"West Ballroom, East Ballroom, Price Center Theater, Price Center Plaza, College Rooms, Red Shoe Room, Bear Room, Forum","$9,200.00",,4/12/2024 8:50:06 PM
MIXED_STU_UNION_01,22119,Mixed Student Union,Music Event,05/29/2024 12:00 AM,Cross-Cultural Center - Art Space,$234.20,,4/19/2024 6:39:34 PM
ACAMAZING_01,22122,Acamazing,Acamazing Spring Quarter Concert,05/22/2024 12:00 AM,Student Services Center- Multipurpose Room,$477.50,,4/11/2024 4:14:49 PM
NANOENG_AND_TECHNOLOGY_SOCIETY_01,22124,NanoEngineering and Technology Society,NETS Coffee Talk,05/21/2024 12:00 AM,SME 448,$82.03,,4/11/2024 5:49:17 PM
TRITONTHENIX_01,22126,TritonThenix,Three Tritons,05/25/2024 12:00 AM,Mui Bar Park,"$1,987.73",,4/11/2024 6:35:33 PM
TRITON_SOFTWARE_ENG_01,22127,Triton Software Engineering,TSE Regex Workshop,05/29/2024 12:00 AM,PC Red Shoe Room,$301.70,,4/11/2024 10:23:19 PM
INDIAN_STU_ASSOC_01,22129,Indian Student Association,ISA Movie Night,05/20/2024 12:00 AM,Price Center Theatre,$600.00,,4/12/2024 5:46:05 PM
AMERICAN_INSTITUTE_OF_CHEMICAL_01,22130,American Institute of Chemical Engineers (AIChE),FamilE Banquet,05/28/2024 12:00 AM,SME 248,$157.26,,4/12/2024 5:51:08 PM
ETA_KAPPA_NU_HKN_01,22132,Eta Kappa Nu (HKN),HKN Gradient Descent Workshop,05/24/2024 12:00 AM,Henry Booker Room,$213.22,,4/12/2024 7:59:32 PM
TURKISH_UNDERGRAD_ORG_01,22133,Turkish Undergrad Organization,Week 8 GBM,05/22/2024 12:00 AM,Price Center Marshall Room,$328.78,,4/12/2024 8:24:09 PM
POSEIDONS_CLOSET_01,22134,Poseidon's Closet,End-Of-Year Gala,05/25/2024 12:00 AM,The Forum in Price Center,$496.84,,4/12/2024 10:00:34 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,22135,Institute of Electrical and Electronics Engineers (IEEE),Study Jam,05/21/2024 12:00 AM,Henry Booker Conference Suite (EBU1-2512),$349.97,,4/12/2024 10:02:20 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,22136,Institute of Electrical and Electronics Engineers (IEEE),Intern Panel,05/24/2024 12:00 AM,EBU1-2315,$95.12,,4/12/2024 10:07:38 PM
SOCIETY_OF_HISPANIC_STUS_IN_LA_01,22138,Society of Hispanic Students in Law,Minority Law Association Collab,05/23/2024 12:00 AM,Raza Centro Space PPCH #104,$338.07,,4/12/2024 10:37:10 PM
ENGINEERS_WITHOUT_BORDERS_AT_U_01,22139,Engineers Without Borders at UC San Diego,EOY Showcase,05/29/2024 12:00 AM,Stage Room & Patio,$600.00,,4/12/2024 10:54:12 PM
PILIPINO_UNDERGRADUATE_SOCIETY_01,22140,Pilipino Undergraduate Society for Health,PUSH Banquet 2024,05/25/2024 12:00 AM,Student Center - Huerta Vera Cruz,$349.00,,4/12/2024 11:25:52 PM
MUSLIM_STU_ASSOC_01,22141,Muslim Student Association,Academic and Professional Development Committee Event,05/21/2024 12:00 AM,Multipurpose Room,"$1,625.92",,4/12/2024 11:55:39 PM
PARANORMAL_SOCIETY_01,22142,Paranormal Society,Goth Ball,05/26/2024 12:00 AM,Stage Room,$445.00,,4/13/2024 9:32:46 PM
MULTIIDENTITY_ART_COLLECTIVE_01,22144,Multi-Identity Art Collective,End of Quarter Zine Showcase,06/06/2024 12:00 AM,LGBTQ center,$349.97,,4/14/2024 1:25:51 PM
PANDORA_FORUM_AT_UC_SAN_DIEGO_01,22145,Pandora Forum at UC San Diego,Fors Fortuna,06/05/2024 12:00 AM,Sun God Lawn,$270.84,,4/15/2024 2:05:22 PM
NUEVA_HERENCIA_DE_UC_SAN_DIEGO_01,22146,Nueva Herencia de UC San Diego,Nueva Herencia Last GBM,06/04/2024 12:00 AM,Stage Room & Patio,"$1,969.90",,4/15/2024 4:07:44 PM
